,Country ISO3,Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Admin 3 PCode,Admin 3 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info,Cluster Full
151129,CMR,,,CM008006,Mifi,,,Final HRP caseload,ALL,total,,19211.0,,,,,All Sectors
151186,CMR,,,CM008007,Nde,,,Final HRP caseload,ALL,total,,34670.0,,,,,All Sectors
151238,CMR,,,CM008008,Noun,,,Final HRP caseload,ALL,total,,56260.0,,,,,All Sectors
151291,CMR,CM010,Sud-Ouest,,,,,Final HRP caseload,ALL,total,,424534.0,368440.0,,,,All Sectors
151371,CMR,,,CM010001,Fako,,,Final HRP caseload,ALL,total,,130639.0,125203.0,,,,All Sectors
151439,CMR,,,CM010002,Kupe-Manenguba,,,Final HRP caseload,ALL,total,,53885.0,30400.0,,,,All Sectors
151509,CMR,,,CM010003,Lebialem,,,Final HRP caseload,ALL,total,,40358.0,38933.0,,,,All Sectors
151580,CMR,,,CM010004,Manyu,,,Final HRP caseload,ALL,total,,64488.0,56299.0,,,,All Sectors
151655,CMR,,,CM010005,Meme,,,Final HRP caseload,ALL,total,,93647.0,82467.0,,,,All Sectors
151726,CMR,,,CM010006,Ndian,,,Final HRP caseload,ALL,total,,41517.0,35138.0,,,,All Sectors
151819,COD,,,,,,,Final HRP caseload,ALL,total,117808862.0,21241766.54,10988449.0,70952176.57,,,All Sectors
151939,COD,,,,,CD1000ZS01,Bandalungwa,Final HRP caseload,ALL,total,337288.9048,77.0,77.0,77.0,,,All Sectors
151963,COD,,,,,CD1000ZS02,Barumbu,Final HRP caseload,ALL,total,281886.162,50.0,50.0,50.0,,,All Sectors
151975,COD,,,,,CD1000ZS03,Binza Meteo,Final HRP caseload,ALL,total,745289.3121,,,,,,All Sectors
151981,COD,,,,,CD1000ZS04,Binza Ozone,Final HRP caseload,ALL,total,694613.9555,,,,,,All Sectors
151987,COD,,,,,CD1000ZS05,Biyela,Final HRP caseload,ALL,total,417746.6589,,,,,,All Sectors
152003,COD,,,,,CD1000ZS06,Bumbu,Final HRP caseload,ALL,total,769113.332,14.0,14.0,14.0,,,All Sectors
152024,COD,,,,,CD1000ZS07,Gombe,Final HRP caseload,ALL,total,165406.9995,14.0,14.0,14.0,,,All Sectors
152047,COD,,,,,CD1000ZS08,Kalamu I,Final HRP caseload,ALL,total,270728.6087,45.0,45.0,45.0,,,All Sectors
152059,COD,,,,,CD1000ZS09,Kalamu II,Final HRP caseload,ALL,total,241638.9828,,,,,,All Sectors
152077,COD,,,,,CD1000ZS10,Kasa-Vubu,Final HRP caseload,ALL,total,246610.3981,29.0,29.0,29.0,,,All Sectors
152089,COD,,,,,CD1000ZS11,Kikimi,Final HRP caseload,ALL,total,477121.6534,,,,,,All Sectors
152107,COD,,,,,CD1000ZS12,Kimbanseke,Final HRP caseload,ALL,total,522140.9574,26.0,26.0,26.0,,,All Sectors
152119,COD,,,,,CD1000ZS13,Kingabwa,Final HRP caseload,ALL,total,389192.5413,,,,,,All Sectors
152125,COD,,,,,CD1000ZS14,Kingasani,Final HRP caseload,ALL,total,411283.9546,,,,,,All Sectors
152143,COD,,,,,CD1000ZS15,Kinshasa,Final HRP caseload,ALL,total,310670.7515,85.0,85.0,85.0,,,All Sectors
152165,COD,,,,,CD1000ZS16,Kintambo,Final HRP caseload,ALL,total,194264.7978,14.0,14.0,14.0,,,All Sectors
152183,COD,,,,,CD1000ZS17,Kisenso,Final HRP caseload,ALL,total,803841.3862,1.0,1.0,1.0,,,All Sectors
152192,COD,,,,,CD1000ZS18,Kokolo,Final HRP caseload,ALL,total,497548.2458,,,,,,All Sectors
152208,COD,,,,,CD1000ZS19,Lemba,Final HRP caseload,ALL,total,597712.7064,14.0,14.0,14.0,,,All Sectors
152231,COD,,,,,CD1000ZS20,Limete,Final HRP caseload,ALL,total,348454.5924,126.0,126.0,126.0,,,All Sectors
152255,COD,,,,,CD1000ZS21,Lingwala,Final HRP caseload,ALL,total,159680.4497,27.0,27.0,27.0,,,All Sectors
152277,COD,,,,,CD1000ZS22,Makala,Final HRP caseload,ALL,total,570851.8797,6.0,6.0,6.0,,,All Sectors
152300,COD,,,,,CD1000ZS23,Maluku I,Final HRP caseload,ALL,total,333867.0744,31719.99019,5319.0,333867.0744,,,All Sectors
152363,COD,,,,,CD1000ZS24,Maluku II,Final HRP caseload,ALL,total,122220.6252,11583.48061,1947.0,122220.6252,,,All Sectors
152421,COD,,,,,CD1000ZS25,Masina I,Final HRP caseload,ALL,total,620109.156,38.0,38.0,38.0,,,All Sectors
152433,COD,,,,,CD1000ZS26,Masina II,Final HRP caseload,ALL,total,512091.0252,,,,,,All Sectors
152451,COD,,,,,CD1000ZS27,Matete,Final HRP caseload,ALL,total,535269.7237,30.0,30.0,30.0,,,All Sectors
152475,COD,,,,,CD1000ZS28,Mont Ngafula I,Final HRP caseload,ALL,total,458071.114,128.0,128.0,128.0,,,All Sectors
152487,COD,,,,,CD1000ZS29,Mont Ngafula II,Final HRP caseload,ALL,total,268350.6806,,,,,,All Sectors
152505,COD,,,,,CD1000ZS30,Ndjili,Final HRP caseload,ALL,total,597746.5993,22.0,22.0,22.0,,,All Sectors
152529,COD,,,,,CD1000ZS31,Ngaba,Final HRP caseload,ALL,total,337737.6472,252.0,252.0,252.0,,,All Sectors
152552,COD,,,,,CD1000ZS32,Ngiri-Ngiri,Final HRP caseload,ALL,total,301137.3475,17.0,17.0,17.0,,,All Sectors
152576,COD,,,,,CD1000ZS33,Nsele,Final HRP caseload,ALL,total,326615.3426,129.0,129.0,129.0,,,All Sectors
152588,COD,,,,,CD1000ZS34,Police,Final HRP caseload,ALL,total,237250.5259,,,,,,All Sectors
152606,COD,,,,,CD1000ZS35,Selembao,Final HRP caseload,ALL,total,646157.9081,32.0,32.0,32.0,,,All Sectors
152618,COD,,,,,CD2001ZS01,Matadi,Final HRP caseload,ALL,total,351300.8145,,,,,,All Sectors
152624,COD,,,,,CD2001ZS02,Nzanza,Final HRP caseload,ALL,total,311531.6334,,,,,,All Sectors
152630,COD,,,,,CD2002ZS01,Boma,Final HRP caseload,ALL,total,347568.7505,,,,,,All Sectors
152636,COD,,,,,CD2003ZS01,Boma Bungu,Final HRP caseload,ALL,total,174840.0006,,,,,,All Sectors
152642,COD,,,,,CD2003ZS02,Kitona,Final HRP caseload,ALL,total,212461.4673,,,,,,All Sectors
152648,COD,,,,,CD2003ZS03,Moanda,Final HRP caseload,ALL,total,306561.6252,,,,,,All Sectors
152666,COD,,,,,CD2005ZS01,Kangu,Final HRP caseload,ALL,total,226549.2343,325.0,273.0,325.0,,,All Sectors
152678,COD,,,,,CD2005ZS02,Lukula,Final HRP caseload,ALL,total,437947.7835,,,,,,All Sectors
152684,COD,,,,,CD2007ZS01,Kinkonzi,Final HRP caseload,ALL,total,153020.0969,,,,,,All Sectors
152690,COD,,,,,CD2007ZS02,Kizu,Final HRP caseload,ALL,total,141546.7802,,,,,,All Sectors
152696,COD,,,,,CD2007ZS03,Kuimba,Final HRP caseload,ALL,total,189516.6571,,,,,,All Sectors
152702,COD,,,,,CD2007ZS04,Tshela,Final HRP caseload,ALL,total,194794.7839,,,,,,All Sectors
152708,COD,,,,,CD2007ZS05,Vaku,Final HRP caseload,ALL,total,163144.2551,,,,,,All Sectors
152714,COD,,,,,CD2009ZS01,Inga,Final HRP caseload,ALL,total,176883.7934,,,,,,All Sectors
152720,COD,,,,,CD2009ZS02,Seke-Banza,Final HRP caseload,ALL,total,322056.8928,,,,,,All Sectors
152726,COD,,,,,CD2010ZS01,Kibunzi,Final HRP caseload,ALL,total,147388.2718,,,,,,All Sectors
152732,COD,,,,,CD2010ZS02,Luozi,Final HRP caseload,ALL,total,194185.8393,,,,,,All Sectors
152738,COD,,,,,CD2010ZS03,Mangembo,Final HRP caseload,ALL,total,177335.9438,,,,,,All Sectors
152744,COD,,,,,CD2011ZS01,Kimpese,Final HRP caseload,ALL,total,428046.0541,,,,,,All Sectors
152750,COD,,,,,CD2011ZS02,Nsona-Mpangu,Final HRP caseload,ALL,total,245118.3954,,,,,,All Sectors
152768,COD,,,,,CD2013ZS01,Boko-Kivulu,Final HRP caseload,ALL,total,331267.6342,399.0,335.0,399.0,,,All Sectors
152780,COD,,,,,CD2013ZS02,Gombe-Matadi,Final HRP caseload,ALL,total,224724.224,,,,,,All Sectors
152786,COD,,,,,CD2013ZS03,Kimpangu,Final HRP caseload,ALL,total,279846.464,,,,,,All Sectors
152792,COD,,,,,CD2013ZS04,Kwilu-Ngongo,Final HRP caseload,ALL,total,337792.821,,,,,,All Sectors
152798,COD,,,,,CD2013ZS05,Mbanza-Ngungu,Final HRP caseload,ALL,total,242720.9043,,,,,,All Sectors
152804,COD,,,,,CD2015ZS01,Masa,Final HRP caseload,ALL,total,256321.8803,,,,,,All Sectors
152810,COD,,,,,CD2015ZS02,Sona-Bata,Final HRP caseload,ALL,total,233152.8181,,,,,,All Sectors
152816,COD,,,,,CD2017ZS01,Kisantu,Final HRP caseload,ALL,total,395396.4188,,,,,,All Sectors
152822,COD,,,,,CD2017ZS02,Ngidinga,Final HRP caseload,ALL,total,269208.1671,,,,,,All Sectors
152828,COD,,,,,CD2017ZS03,Nselo,Final HRP caseload,ALL,total,193383.637,,,,,,All Sectors
152834,COD,,,,,CD2019ZS01,Kimvula,Final HRP caseload,ALL,total,168797.9584,,,,,,All Sectors
152857,COD,,,,,CD3102ZS01,Boko,Final HRP caseload,ALL,total,254888.174,81296.0,26155.0,254888.174,,,All Sectors
152932,COD,,,,,CD3102ZS02,Kenge,Final HRP caseload,ALL,total,345259.6279,82590.0,41431.0,345259.6279,,,All Sectors
153002,COD,,,,,CD3102ZS03,Kimbau,Final HRP caseload,ALL,total,219279.0199,23545.70998,4700.0,219279.0199,,,All Sectors
153048,COD,,,,,CD3103ZS01,Feshi,Final HRP caseload,ALL,total,180704.9658,49548.0,11512.0,180704.9658,,,All Sectors
153101,COD,,,,,CD3103ZS02,Kisanji,Final HRP caseload,ALL,total,143809.0343,21455.0,3082.0,143809.0343,,,All Sectors
153148,COD,,,,,CD3103ZS03,Mwela Lembwa,Final HRP caseload,ALL,total,120083.3297,17916.0,2574.0,120083.3297,,,All Sectors
153200,COD,,,,,CD3105ZS01,Kahemba,Final HRP caseload,ALL,total,309318.7519,61864.0,19703.0,309318.7519,,,All Sectors
153258,COD,,,,,CD3105ZS02,Kajiji,Final HRP caseload,ALL,total,186128.5106,37226.0,11879.0,186128.5106,,,All Sectors
153316,COD,,,,,CD3106ZS01,Kasongo Lunda,Final HRP caseload,ALL,total,206409.0772,61923.0,13150.0,206409.0772,,,All Sectors
153351,COD,,,,,CD3106ZS02,Kitenda,Final HRP caseload,ALL,total,186013.6004,55804.0,3987.0,186013.6004,,,All Sectors
153391,COD,,,,,CD3106ZS03,Panzi,Final HRP caseload,ALL,total,212152.4192,63646.0,13533.0,212152.4192,,,All Sectors
153426,COD,,,,,CD3106ZS04,Tembo,Final HRP caseload,ALL,total,153855.0046,46156.0,3297.0,153855.0046,,,All Sectors
153461,COD,,,,,CD3106ZS05,Wamba Lwadi,Final HRP caseload,ALL,total,138245.646,41474.0,2963.0,138245.646,,,All Sectors
153501,COD,,,,,CD3108ZS01,Popokabaka,Final HRP caseload,ALL,total,227478.8385,56870.0,14507.0,227478.8385,,,All Sectors
153576,COD,,,,,CD3201ZS01,Bandundu,Final HRP caseload,ALL,total,298403.4685,59681.0,23410.0,298403.4685,,,All Sectors
153651,COD,,,,,CD3202ZS01,Bagata,Final HRP caseload,ALL,total,266698.022,75213.28528,29765.0,266698.022,,,All Sectors
153732,COD,,,,,CD3202ZS02,Kikongo,Final HRP caseload,ALL,total,303305.6439,100489.0,38662.0,303305.6439,,,All Sectors
153814,COD,,,,,CD3202ZS03,Sia,Final HRP caseload,ALL,total,177728.4589,22612.98454,5299.0,177728.4589,,,All Sectors
153843,COD,,,,,CD3203ZS01,Kikwit-Nord,Final HRP caseload,ALL,total,336602.1837,42917.40009,10036.0,336602.1837,,,All Sectors
153889,COD,,,,,CD3203ZS02,Kikwit-Sud,Final HRP caseload,ALL,total,407753.7184,95736.0,12157.0,407753.7184,,,All Sectors
153940,COD,,,,,CD3204ZS01,Bulungu,Final HRP caseload,ALL,total,428515.5469,54464.38684,33585.0,428515.5469,,,All Sectors
153980,COD,,,,,CD3204ZS02,Djuma,Final HRP caseload,ALL,total,332099.1677,49354.0,26046.0,332099.1677,,,All Sectors
154020,COD,,,,,CD3204ZS03,Lusanga,Final HRP caseload,ALL,total,451345.2424,67075.0,35436.0,451345.2424,,,All Sectors
154060,COD,,,,,CD3204ZS04,Pay Kongila,Final HRP caseload,ALL,total,367658.9963,46790.28288,28845.0,367658.9963,,,All Sectors
154094,COD,,,,,CD3204ZS05,Vanga,Final HRP caseload,ALL,total,242454.6372,30897.03949,19043.0,242454.6372,,,All Sectors
154129,COD,,,,,CD3206ZS01,Idiofa,Final HRP caseload,ALL,total,441072.4338,56146.12409,13151.0,441072.4338,,,All Sectors
154164,COD,,,,,CD3206ZS02,Ipamu,Final HRP caseload,ALL,total,308363.0479,53684.0,9194.0,308363.0479,,,All Sectors
154199,COD,,,,,CD3206ZS03,Kimputu,Final HRP caseload,ALL,total,306225.8824,38958.29439,9131.0,306225.8824,,,All Sectors
154234,COD,,,,,CD3206ZS04,Koshibanda,Final HRP caseload,ALL,total,287404.4117,36543.37646,8569.0,287404.4117,,,All Sectors
154269,COD,,,,,CD3206ZS05,Mokala,Final HRP caseload,ALL,total,336975.0096,142909.0,10047.0,336975.0096,,,All Sectors
154304,COD,,,,,CD3206ZS06,Mungindu,Final HRP caseload,ALL,total,191595.0873,33355.0,5713.0,191595.0873,,,All Sectors
154339,COD,,,,,CD3210ZS01,Gungu,Final HRP caseload,ALL,total,366789.9932,86664.0,10936.0,366789.9932,,,All Sectors
154374,COD,,,,,CD3210ZS02,Kingandu,Final HRP caseload,ALL,total,164057.2522,38762.0,4892.0,164057.2522,,,All Sectors
154409,COD,,,,,CD3210ZS03,Mukedi,Final HRP caseload,ALL,total,273296.6245,115817.0,8149.0,273296.6245,,,All Sectors
154449,COD,,,,,CD3212ZS01,Masi-Manimba,Final HRP caseload,ALL,total,262009.286,62156.0,20580.0,262009.286,,,All Sectors
154489,COD,,,,,CD3212ZS02,Moanza,Final HRP caseload,ALL,total,302731.8523,52896.0,23707.0,302731.8523,,,All Sectors
154529,COD,,,,,CD3212ZS03,Mosango,Final HRP caseload,ALL,total,189426.0445,56776.0,14856.0,189426.0445,,,All Sectors
154569,COD,,,,,CD3212ZS04,Yasa-Bonga,Final HRP caseload,ALL,total,336087.9889,100735.0,26371.0,336087.9889,,,All Sectors
154604,COD,,,,,CD3302ZS01,Banjow Moke,Final HRP caseload,ALL,total,164278.4239,32856.0,5361.0,164278.4239,,,All Sectors
154639,COD,,,,,CD3302ZS02,Inongo,Final HRP caseload,ALL,total,245105.0787,49021.0,7999.0,245105.0787,,,All Sectors
154674,COD,,,,,CD3302ZS03,Ntandembelo,Final HRP caseload,ALL,total,119187.5093,23838.0,3890.0,119187.5093,,,All Sectors
154714,COD,,,,,CD3303ZS01,Kiri,Final HRP caseload,ALL,total,157086.832,27533.0,13147.0,157086.832,,,All Sectors
154754,COD,,,,,CD3303ZS02,Penjwa,Final HRP caseload,ALL,total,106645.5685,14296.41876,8929.0,106645.5685,,,All Sectors
154794,COD,,,,,CD3304ZS01,Bosobe,Final HRP caseload,ALL,total,179593.2179,42812.0,15030.0,179593.2179,,,All Sectors
154835,COD,,,,,CD3304ZS02,Mimia,Final HRP caseload,ALL,total,78046.4758,13727.0,2547.0,78046.4758,,,All Sectors
154870,COD,,,,,CD3304ZS03,Oshwe,Final HRP caseload,ALL,total,207779.6182,36545.0,6781.0,207779.6182,,,All Sectors
154910,COD,,,,,CD3306ZS01,Bokoro,Final HRP caseload,ALL,total,308918.5518,61784.0,25881.0,308918.5518,,,All Sectors
154956,COD,,,,,CD3306ZS02,Nioki,Final HRP caseload,ALL,total,219253.1986,43851.0,18325.0,219253.1986,,,All Sectors
155002,COD,,,,,CD3307ZS01,Kwamouth,Final HRP caseload,ALL,total,174810.6261,87406.0,56813.0,174810.6261,,,All Sectors
155083,COD,,,,,CD3308ZS01,Bolobo,Final HRP caseload,ALL,total,194064.3124,38813.0,16242.0,194064.3124,,,All Sectors
155123,COD,,,,,CD3310ZS01,Yumbi,Final HRP caseload,ALL,total,167474.9583,33498.0,13995.0,167474.9583,,,All Sectors
155163,COD,,,,,CD3311ZS01,Mushie,Final HRP caseload,ALL,total,172727.6286,25909.0,14437.0,172727.6286,,,All Sectors
155209,COD,,,,,CD4101ZS01,Bolenge,Final HRP caseload,ALL,total,76847.73182,11649.0,10.0,76847.73182,,,All Sectors
155251,COD,,,,,CD4101ZS02,Mbandaka,Final HRP caseload,ALL,total,130114.1066,27855.0,5205.0,130114.1066,,,All Sectors
155305,COD,,,,,CD4101ZS03,Wangata,Final HRP caseload,ALL,total,134154.2802,29143.0,356.0,134154.2802,,,All Sectors
155358,COD,,,,,CD4102ZS01,Bikoro,Final HRP caseload,ALL,total,137916.6919,33851.0,7568.0,137916.6919,,,All Sectors
155417,COD,,,,,CD4102ZS02,Iboko,Final HRP caseload,ALL,total,92521.55376,16927.0,,92521.55376,,,All Sectors
155458,COD,,,,,CD4102ZS03,Ntondo,Final HRP caseload,ALL,total,58932.08699,7097.0,3233.0,58932.08699,,,All Sectors
155516,COD,,,,,CD4103ZS01,Irebu,Final HRP caseload,ALL,total,32575.47789,4891.0,1798.0,32575.47789,,,All Sectors
155569,COD,,,,,CD4103ZS02,Lukolela,Final HRP caseload,ALL,total,128461.7387,27352.0,5533.0,128461.7387,,,All Sectors
155629,COD,,,,,CD4104ZS01,Bomongo,Final HRP caseload,ALL,total,98791.71381,19758.0,3952.0,98791.71381,,,All Sectors
155671,COD,,,,,CD4104ZS02,Lilanga Bobangi,Final HRP caseload,ALL,total,74134.81837,16414.0,7.0,74134.81837,,,All Sectors
155718,COD,,,,,CD4105ZS01,Makanza,Final HRP caseload,ALL,total,109983.4682,21997.0,6016.0,109983.4682,,,All Sectors
155777,COD,,,,,CD4107ZS01,Basankusu,Final HRP caseload,ALL,total,231279.4224,46256.0,9251.0,231279.4224,,,All Sectors
155819,COD,,,,,CD4107ZS02,Djombo,Final HRP caseload,ALL,total,103587.0527,10359.0,,103587.0527,,,All Sectors
155860,COD,,,,,CD4108ZS01,Bolomba,Final HRP caseload,ALL,total,247942.7712,70771.0,13604.0,247942.7712,,,All Sectors
155924,COD,,,,,CD4108ZS02,Lolanga Mampoko,Final HRP caseload,ALL,total,82885.89753,18479.0,13262.0,82885.89753,,,All Sectors
155983,COD,,,,,CD4108ZS03,Monieka,Final HRP caseload,ALL,total,73047.44352,11719.0,,73047.44352,,,All Sectors
156024,COD,,,,,CD4109ZS01,Ingende,Final HRP caseload,ALL,total,136373.2193,27275.0,7472.0,136373.2193,,,All Sectors
156088,COD,,,,,CD4109ZS02,Lotumbe,Final HRP caseload,ALL,total,96764.52514,33504.0,5308.0,96764.52514,,,All Sectors
156141,COD,,,,,CD4202ZS01,Bogosenubia,Final HRP caseload,ALL,total,179220.4316,42329.0,,179220.4316,,,All Sectors
156165,COD,,,,,CD4202ZS02,Bominenge,Final HRP caseload,ALL,total,195858.0795,34017.0,2.0,195858.0795,,,All Sectors
156195,COD,,,,,CD4202ZS03,Bwamanda,Final HRP caseload,ALL,total,285636.7956,49610.0,,285636.7956,,,All Sectors
156219,COD,,,,,CD4202ZS04,Gemena,Final HRP caseload,ALL,total,420779.4882,100652.0,16831.0,420779.4882,,,All Sectors
156255,COD,,,,,CD4202ZS05,Tandala,Final HRP caseload,ALL,total,343378.7747,59639.0,,343378.7747,,,All Sectors
156279,COD,,,,,CD4203ZS01,Bangabola,Final HRP caseload,ALL,total,170956.8714,58809.0,,170956.8714,,,All Sectors
156303,COD,,,,,CD4203ZS02,Budjala,Final HRP caseload,ALL,total,161780.917,35430.0,6471.0,161780.917,,,All Sectors
156333,COD,,,,,CD4203ZS03,Bulu,Final HRP caseload,ALL,total,163212.3573,35743.0,15.0,163212.3573,,,All Sectors
156363,COD,,,,,CD4203ZS04,Mbaya,Final HRP caseload,ALL,total,82999.69271,2614.0,,82999.69271,,,All Sectors
156387,COD,,,,,CD4203ZS05,Ndage,Final HRP caseload,ALL,total,158535.5246,14902.0,,158535.5246,,,All Sectors
156411,COD,,,,,CD4204ZS01,Bokonzi,Final HRP caseload,ALL,total,269744.6669,31037.0,,269744.6669,,,All Sectors
156435,COD,,,,,CD4204ZS02,Boto,Final HRP caseload,ALL,total,22622.39,5431.0,5.0,22622.39,,,All Sectors
156465,COD,,,,,CD4204ZS03,Kungu,Final HRP caseload,ALL,total,268006.5669,53601.0,10720.0,268006.5669,,,All Sectors
156500,COD,,,,,CD4205ZS01,Libenge,Final HRP caseload,ALL,total,285636.7956,98006.0,41417.0,285636.7956,,,All Sectors
156553,COD,,,,,CD4205ZS02,Mawuya,Final HRP caseload,ALL,total,193427.5569,33278.0,2157.0,193427.5569,,,All Sectors
156599,COD,,,,,CD4206ZS01,Zongo,Final HRP caseload,ALL,total,93957.09117,38131.0,16260.0,93957.09117,,,All Sectors
156652,COD,,,,,CD4301ZS01,Gbadolite,Final HRP caseload,ALL,total,172462.3262,46465.0,11973.0,172462.3262,,,All Sectors
156698,COD,,,,,CD4302ZS01,Mobayi Mbongo,Final HRP caseload,ALL,total,133665.7038,112499.0,66489.0,133665.7038,,,All Sectors
156763,COD,,,,,CD4304ZS01,Abuzi,Final HRP caseload,ALL,total,90620.03487,12987.0,846.0,90620.03487,,,All Sectors
156798,COD,,,,,CD4304ZS02,Wapinda,Final HRP caseload,ALL,total,93614.24006,7564.0,,93614.24006,,,All Sectors
156822,COD,,,,,CD4304ZS03,Wasolo,Final HRP caseload,ALL,total,87348.22804,26289.0,6989.0,87348.22804,,,All Sectors
156868,COD,,,,,CD4304ZS04,Yakoma,Final HRP caseload,ALL,total,120709.5946,51616.0,9824.0,120709.5946,,,All Sectors
156914,COD,,,,,CD4305ZS01,Businga,Final HRP caseload,ALL,total,152278.3307,44670.0,6110.0,152278.3307,,,All Sectors
156961,COD,,,,,CD4305ZS02,Karawa,Final HRP caseload,ALL,total,298920.6309,50321.0,,298920.6309,,,All Sectors
156985,COD,,,,,CD4305ZS03,Loko,Final HRP caseload,ALL,total,150067.7611,25263.0,,150067.7611,,,All Sectors
157009,COD,,,,,CD4306ZS01,Bili,Final HRP caseload,ALL,total,220141.1769,64351.0,11634.0,220141.1769,,,All Sectors
157039,COD,,,,,CD4306ZS02,Bosobolo,Final HRP caseload,ALL,total,196247.9727,54163.0,12538.0,196247.9727,,,All Sectors
157063,COD,,,,,CD4402ZS01,Binga,Final HRP caseload,ALL,total,270234.8067,,,,,,All Sectors
157069,COD,,,,,CD4402ZS02,Boso Manzi,Final HRP caseload,ALL,total,121650.7791,,,,,,All Sectors
157075,COD,,,,,CD4402ZS03,Lisala,Final HRP caseload,ALL,total,267693.9672,,,,,,All Sectors
157081,COD,,,,,CD4404ZS01,Bumba,Final HRP caseload,ALL,total,213656.9733,,,,,,All Sectors
157087,COD,,,,,CD4404ZS02,Lolo,Final HRP caseload,ALL,total,148541.1848,,,,,,All Sectors
157093,COD,,,,,CD4404ZS03,Yamaluka,Final HRP caseload,ALL,total,141505.3502,,,,,,All Sectors
157099,COD,,,,,CD4404ZS04,Yambuku,Final HRP caseload,ALL,total,290836.0663,,,,,,All Sectors
157105,COD,,,,,CD4404ZS05,Yamongili,Final HRP caseload,ALL,total,135141.0106,,,,,,All Sectors
157111,COD,,,,,CD4405ZS01,Bongandanga,Final HRP caseload,ALL,total,141593.6588,,,,,,All Sectors
157117,COD,,,,,CD4405ZS02,Boso Mondanda,Final HRP caseload,ALL,total,149224.0464,,,,,,All Sectors
157123,COD,,,,,CD4405ZS03,Bosondjo,Final HRP caseload,ALL,total,206922.7869,,,,,,All Sectors
157129,COD,,,,,CD4405ZS04,Pimu,Final HRP caseload,ALL,total,247874.3698,,,,,,All Sectors
157152,COD,,,,,CD4502ZS01,Boende,Final HRP caseload,ALL,total,279222.1701,69805.0,20531.0,279222.1701,,,All Sectors
157210,COD,,,,,CD4502ZS02,Wema,Final HRP caseload,ALL,total,9795.53292,2449.0,768.0,9795.53292,,,All Sectors
157268,COD,,,,,CD4503ZS01,Befale,Final HRP caseload,ALL,total,182119.8148,45530.0,13429.0,182119.8148,,,All Sectors
157326,COD,,,,,CD4503ZS02,Mompono,Final HRP caseload,ALL,total,146376.9114,36594.0,10800.0,146376.9114,,,All Sectors
157384,COD,,,,,CD4504ZS01,Djolu,Final HRP caseload,ALL,total,241515.0706,60379.0,17801.0,241515.0706,,,All Sectors
157442,COD,,,,,CD4504ZS02,Lingomo,Final HRP caseload,ALL,total,138861.3163,34715.0,10234.0,138861.3163,,,All Sectors
157500,COD,,,,,CD4505ZS01,Ikela,Final HRP caseload,ALL,total,174396.867,29377.0,12890.0,174396.867,,,All Sectors
157564,COD,,,,,CD4505ZS02,Mondombe,Final HRP caseload,ALL,total,177784.2571,41059.0,13119.0,177784.2571,,,All Sectors
157622,COD,,,,,CD4506ZS01,Bokungu,Final HRP caseload,ALL,total,206481.8792,60290.0,15239.0,206481.8792,,,All Sectors
157685,COD,,,,,CD4506ZS02,Bosanga,Final HRP caseload,ALL,total,241515.0706,55409.0,17772.0,241515.0706,,,All Sectors
157743,COD,,,,,CD4506ZS03,Yalifafo,Final HRP caseload,ALL,total,179157.4978,41103.0,13196.0,179157.4978,,,All Sectors
157801,COD,,,,,CD4507ZS01,Monkoto,Final HRP caseload,ALL,total,138364.6122,27673.0,10213.0,138364.6122,,,All Sectors
157854,COD,,,,,CD5101ZS01,Kabondo,Final HRP caseload,ALL,total,164132.1131,14848.6923,2284.0,164132.1131,,,All Sectors
157912,COD,,,,,CD5101ZS02,Lubunga,Final HRP caseload,ALL,total,149247.0265,49057.0,30596.0,149247.0265,,,All Sectors
157982,COD,,,,,CD5101ZS03,Makiso-Kisangani,Final HRP caseload,ALL,total,196106.6562,75203.0,48046.0,196106.6562,,,All Sectors
158053,COD,,,,,CD5101ZS04,Mangobo,Final HRP caseload,ALL,total,194436.1641,21304.0,2706.0,194436.1641,,,All Sectors
158112,COD,,,,,CD5101ZS05,Tshopo,Final HRP caseload,ALL,total,134025.6952,22028.0,1865.0,134025.6952,,,All Sectors
158179,COD,,,,,CD5102ZS01,Lowa,Final HRP caseload,ALL,total,128483.0237,40716.0,23127.0,128483.0237,,,All Sectors
158250,COD,,,,,CD5102ZS02,Ubundu,Final HRP caseload,ALL,total,98447.25305,31198.0,1370.0,98447.25305,,,All Sectors
158320,COD,,,,,CD5102ZS03,Wanierukula,Final HRP caseload,ALL,total,84094.25577,21394.0,12194.0,84094.25577,,,All Sectors
158396,COD,,,,,CD5103ZS01,Opala,Final HRP caseload,ALL,total,124389.9603,61876.0,36073.0,124389.9603,,,All Sectors
158467,COD,,,,,CD5103ZS02,Yaleko,Final HRP caseload,ALL,total,138305.6606,16933.0,1925.0,138305.6606,,,All Sectors
158525,COD,,,,,CD5105ZS01,Isangi,Final HRP caseload,ALL,total,156927.8921,55483.0,27462.0,156927.8921,,,All Sectors
158601,COD,,,,,CD5105ZS02,Yabaondo,Final HRP caseload,ALL,total,164712.4928,32942.0,11493.0,164712.4928,,,All Sectors
158671,COD,,,,,CD5105ZS03,Yahisuli,Final HRP caseload,ALL,total,84092.46723,29731.0,14716.0,84092.46723,,,All Sectors
158741,COD,,,,,CD5105ZS04,Yakusu,Final HRP caseload,ALL,total,156622.0525,55375.0,27409.0,156622.0525,,,All Sectors
